"person";"skill";"category"
"158";"Continuous Integration (CI)";"Methoden und Praktiken"
"158";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"158";"IT Consulting";"Beratung"
"158";"Englisch";"Sprachen"
"158";"Symfony";"PHP"
"158";"PhpStorm";"Umgebungen"
"158";"Windows 7";"Betriebssystem"
"158";"prototype";"JavaScript Frameworks"
"158";"Adobe Flash";"Grafik/Design"
"158";"jQuery";"Webentwicklung"
"158";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"158";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"158";"Docker";"Technik/Tools"
"158";"Azure";"Cloud Computing"
"158";"Open SSH";"Dienste"
"158";"Multiplattform/Multibrowser Testing";"Entwicklung"
"158";"Vanilla JS";"JavaScript Frameworks"
"158";"Test Driven Development (TDD)";"Methoden und Praktiken"
"158";"SSO Anbindung";"SAP Commerce"
"158";"Clean Code";"Software Craftmanship"
"158";"Design Pattern";"Software Craftmanship"
"158";"Arch Linux";"Sonstige"
"158";"Fluid Templates";"TYPO3"
"158";"Vue.js";"Webentwicklung"
"158";"CSS";"Webentwicklung"
"158";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"158";"Gewaltfreie Kommunikation";"Projektmanagement / Vorgehensmodelle"
"158";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"158";"JIRA";"Issue Management"
"158";"PHP";"Webentwicklung"
"158";"Magento";"Webentwicklung"
"158";"script.aculo.us";"JavaScript Frameworks"
"158";"Web Components";"Webentwicklung"
"158";"Webpack";"Webentwicklung"
"158";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"158";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"158";"Web Security";"Webentwicklung"
"159";"HTML5";"Webentwicklung"
"159";"HTML";"Webentwicklung"
"159";"xHTML";"Webentwicklung"
"159";"Apache";"Applikationsserver"
"159";"nginx";"Applikationsserver"
"159";"IT Consulting";"Beratung"
"159";"Ubuntu";"Betriebssystem"
"159";"Windows 10";"Betriebssystem"
"159";"Windows 7";"Betriebssystem"
"159";"B2B";"Branchenerfahrung"
"159";"B2C";"Branchenerfahrung"
"159";"Mantis";"Issue Management"
"159";"Redmine";"Issue Management"
"159";"WordPress";"CMS"
"159";"Elasticsearch";"Datenbank"
"159";"Microsoft Access";"Datenbank"
"159";"MySQL";"Datenbank"
"159";"Oracle";"Datenbank"
"159";"SQL-Scripte";"Datenbank"
"159";"FileZilla";"Dienste"
"159";"OAuth";"Dienste"
"159";"Open SSH";"Dienste"
"159";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"159";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"159";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"159";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"159";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"159";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"159";"Clean Code";"Software Craftmanship"
"159";"Dynamics NAV/Navision";"ERP"
"159";"SAP";"ERP"
"159";"Responsive Webdesign";"Grafik/Design"
"159";"Angular Generalist";"JavaScript Frameworks"
"159";"Grunt";"JavaScript Frameworks"
"159";"knockout";"JavaScript Frameworks"
"159";"NativeScript";"JavaScript Frameworks"
"159";"Node.js";"JavaScript Frameworks"
"159";"prototype";"JavaScript Frameworks"
"159";"Agile Methoden";"Methoden und Praktiken"
"159";"Continuous Integration (CI)";"Methoden und Praktiken"
"159";"Dependency Injection";"Methoden und Praktiken"
"159";"Design Pattern";"Software Craftmanship"
"159";"Statische Codeanalyse";"Methoden und Praktiken"
"159";"Test Driven Development (TDD)";"Methoden und Praktiken"
"159";"Drupal";"PHP"
"159";"Laravel";"PHP"
"159";"PHPUnit";"PHP"
"159";"Symfony";"PHP"
"159";"Microsoft Office";"Produkterfahrung"
"159";"Microsoft Teams";"Produkterfahrung"
"159";"B2C Commerce";"Produkterfahrung"
"159";"B2B Commerce";"Produkterfahrung"
"159";"OpenOffice / LibreOffice";"Produkterfahrung"
"159";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"159";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"159";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"159";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"159";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"159";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"159";"Alpine";"Sonstige"
"159";"Confluence";"Sonstige"
"159";"OXID eShop";"Sonstige"
"159";"Raspberry Pi";"Sonstige"
"159";"Docker";"Technik/Tools"
"159";"PhpStorm";"Umgebungen"
"159";"Vue.js";"Webentwicklung"
"159";"JavaScript";"Programmiersprachen / Scriptsprachen"
"159";"CSS";"Webentwicklung"
"159";"MariaDB";"Datenbank"
"159";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"159";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"159";"JIRA";"Issue Management"
"159";"PHP";"Webentwicklung"
"159";"Magento";"Webentwicklung"
"159";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"159";"Visual Studio";"Umgebungen"
"163";"Windows NT/2000/XP";"Betriebssystem"
"163";"Sun Solaris";"Betriebssystem"
"163";"AIX";"Betriebssystem"
"163";"SUSE Linux";"Betriebssystem"
"163";"RedHat Linux";"Betriebssystem"
"163";"MAC OS X";"Betriebssystem"
"163";"AS400";"Betriebssystem"
"163";"Windows Vista";"Betriebssystem"
"163";"Windows 7";"Betriebssystem"
"163";"iOS";"Betriebssystem"
"163";"Android";"Betriebssystem"
"163";"Microsoft SQL Server";"Datenbank"
"163";"Oracle";"Datenbank"
"163";"MySQL";"Datenbank"
"163";"LDAP";"Datenbank"
"163";"DB2 / UDB";"Datenbank"
"163";"SQL-Scripte";"Datenbank"
"163";"Java";"Programmiersprachen / Scriptsprachen"
"163";"C/C++";"Programmiersprachen / Scriptsprachen"
"163";"C#";"Programmiersprachen / Scriptsprachen"
"163";"Delphi";"Programmiersprachen / Scriptsprachen"
"163";"Pascal";"Programmiersprachen / Scriptsprachen"
"163";"Perl";"Programmiersprachen / Scriptsprachen"
"163";"Assembler";"Programmiersprachen / Scriptsprachen"
"163";"PL/SQL";"Programmiersprachen / Scriptsprachen"
"163";"Entwurfsmuster";"Entwicklung"
"163";"Access";"Entwicklung"
"163";"ASP Generalist";".NET Frameworks und Tools"
"163";"Swing";"Java Frameworks"
"163";"Google Android";"Java Frameworks"
"163";"JSP";"Java Frameworks"
"163";"Java EE";"Java Frameworks"
"163";"Struts (bis Version 1.3)";"Java Frameworks"
"163";"JUnit";"Java Frameworks"
"163";"Struts 2";"Java Frameworks"
"163";"Hibernate";"Java Frameworks"
"163";"Log4J";"Java Frameworks"
"163";"Jakarta Commons";"Java Frameworks"
"163";"Velocity";"Java Frameworks"
"163";"JSF";"Java Frameworks"
"163";"Spring";"Java Frameworks"
"163";"Servlet/JSP";"Java Frameworks"
"163";"JDBC";"Java Frameworks"
"163";"Swing";"Java Frameworks"
"163";"Google Web Toolkit";"Java Frameworks"
"163";"JBuilder";"Umgebungen"
"163";"JDeveloper";"Umgebungen"
"163";"jQuery";"Webentwicklung"
"163";"ExtJs";"JavaScript Frameworks"
"163";"XML/XSL";"Standards"
"163";"SOAP";"Standards"
"163";"SSL";"Standards"
"163";"TCP/IP";"Standards"
"163";"Bugzilla";"Issue Management"
"163";"Trac";"Issue Management"
"163";"IBM WebSphere";"Applikationsserver"
"163";"JBoss";"Applikationsserver"
"163";"Tomcat";"Applikationsserver"
"163";"Tipko";"Applikationsserver"
"163";"MQSeries";"Applikationsserver"
"163";"Apache";"Applikationsserver"
"163";"Open SSH";"Dienste"
"163";"FileZilla";"Dienste"
"163";"OpenGL";"Technik/Tools"
"163";"UML";"Technik/Tools"
"163";"ShellScripting";"Technik/Tools"
"163";"Citrix";"Technik/Tools"
"163";"Service Oriented Architecture (SOA)";"Technik/Tools"
"163";"HTML";"Webentwicklung"
"163";"HTML5";"Webentwicklung"
"163";"xHTML";"Webentwicklung"
"163";"Ajax";"Webentwicklung"
"163";"Dojo Toolkit";"Webentwicklung"
"163";"JSON";"Webentwicklung"
"163";"TYPO3 Generalist";"TYPO3"
"163";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"163";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"163";"Clear Case";"CI/CD, Build- und Versionskontrollsysteme"
"163";"PVCS";"CI/CD, Build- und Versionskontrollsysteme"
"163";"CruiseControl";"CI/CD, Build- und Versionskontrollsysteme"
"163";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"163";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"163";"Crystal Reports";"Produkterfahrung"
"163";"Quark Express";"Produkterfahrung"
"163";"Adobe Premiere";"Produkterfahrung"
"163";"Dreamweaver";"Produkterfahrung"
"163";"OpenOffice / LibreOffice";"Produkterfahrung"
"163";"TOAD";"Produkterfahrung"
"163";"Rational";"Produkterfahrung"
"163";"3D-Modellierung";"Grafik/Design"
"163";"PaintShop";"Grafik/Design"
"163";"Photo Paint";"Grafik/Design"
"163";"Corel Draw";"Grafik/Design"
"163";"GIMP";"Grafik/Design"
"163";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"163";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"163";"Test Driven Development (TDD)";"Methoden und Praktiken"
"163";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"163";"Dependency Injection";"Methoden und Praktiken"
"163";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"163";"Continuous Integration (CI)";"Methoden und Praktiken"
"163";"Statische Codeanalyse";"Methoden und Praktiken"
"163";"Enterprise Architect";"Modellierungswerkzeuge"
"163";"Rational Rose";"Modellierungswerkzeuge"
"163";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"163";"IT Consulting";"Beratung"
"163";"BusinessObjects";"Data Warehouse / Business Intelligence"
"163";"Englisch";"Sprachen"
"163";"Französisch";"Sprachen"
"163";"SAP S4/Hana - Cloud Anbindung";"SAP Commerce"
"163";"Odata";"SAP Commerce"
"163";"WCMS";"SAP Commerce"
"163";"Solr";"SAP Commerce"
"163";"B2C Accelerator Experience";"SAP Commerce"
"163";"Payments";"SAP Commerce"
"163";"Windows 8";"Betriebssystem"
"163";"Groovy";"Programmiersprachen / Scriptsprachen"
"163";"IntelliJ(Idea)";"Umgebungen"
"163";"Angular Generalist";"JavaScript Frameworks"
"163";"REST";"Standards"
"163";"Teamviewer";"Dienste"
"163";"WebServices";"Technik/Tools"
"163";"Design Pattern";"Software Craftmanship"
"163";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"163";"JavaScript";"Programmiersprachen / Scriptsprachen"
"163";"CSS";"Webentwicklung"
"163";"Promotion / Drools Engine";"SAP Commerce"
"163";"SQL";"Datenbank"
"163";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"163";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"163";"JIRA";"Issue Management"
"163";"Hybris";"SAP Commerce"
"163";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"163";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"163";"Visual Studio";"Umgebungen"
"167";"Windows NT/2000/XP";"Betriebssystem"
"167";"Windows Vista";"Betriebssystem"
"167";"Windows 7";"Betriebssystem"
"167";"Windows 8";"Betriebssystem"
"167";"Windows Server 2003";"Betriebssystem"
"167";"iOS";"Betriebssystem"
"167";"Android";"Betriebssystem"
"167";"Microsoft SQL Server";"Datenbank"
"167";"Oracle";"Datenbank"
"167";"PostgreSQL";"Datenbank"
"167";"MySQL";"Datenbank"
"167";"SQL-Scripte";"Datenbank"
"167";"Microsoft Access";"Datenbank"
"167";"MongoDB";"Datenbank"
"167";"Java";"Programmiersprachen / Scriptsprachen"
"167";"C/C++";"Programmiersprachen / Scriptsprachen"
"167";"C#";"Programmiersprachen / Scriptsprachen"
"167";"Groovy";"Programmiersprachen / Scriptsprachen"
"167";"T-SQL";"Programmiersprachen / Scriptsprachen"
"167";"Entwurfsmuster";"Entwicklung"
"167";"Swing";"Java Frameworks"
"167";"Google Android";"Java Frameworks"
"167";"JSP";"Java Frameworks"
"167";"Java EE";"Java Frameworks"
"167";"JUnit";"Java Frameworks"
"167";"Hibernate";"Java Frameworks"
"167";"Spring";"Java Frameworks"
"167";"Servlet/JSP";"Java Frameworks"
"167";"JDBC";"Java Frameworks"
"167";".NET Framework";".NET Frameworks und Tools"
"167";"NetBeans";"Umgebungen"
"167";"Angular Generalist";"JavaScript Frameworks"
"167";"jQuery";"Webentwicklung"
"167";"Dojo";"JavaScript Frameworks"
"167";"XML/XSL";"Standards"
"167";"SOAP";"Standards"
"167";"REST";"Standards"
"167";"TCP/IP";"Standards"
"167";"Tomcat";"Applikationsserver"
"167";"Apache";"Applikationsserver"
"167";"Teamviewer";"Dienste"
"167";"FileZilla";"Dienste"
"167";"UML";"Technik/Tools"
"167";"WebServices";"Technik/Tools"
"167";"HTML";"Webentwicklung"
"167";"HTML5";"Webentwicklung"
"167";"Ajax";"Webentwicklung"
"167";"PHP/Horde";"Webentwicklung"
"167";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"167";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"167";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"167";"Adobe Premiere";"Produkterfahrung"
"167";"Dreamweaver";"Produkterfahrung"
"167";"Fireworks";"Produkterfahrung"
"167";"OpenOffice / LibreOffice";"Produkterfahrung"
"167";"Photo Paint";"Grafik/Design"
"167";"Corel Draw";"Grafik/Design"
"167";"Adobe Flash";"Grafik/Design"
"167";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"167";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"167";"Test Driven Development (TDD)";"Methoden und Praktiken"
"167";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"167";"Design Pattern";"Software Craftmanship"
"167";"Dependency Injection";"Methoden und Praktiken"
"167";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"167";"Continuous Integration (CI)";"Methoden und Praktiken"
"167";"Statische Codeanalyse";"Methoden und Praktiken"
"167";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"167";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"167";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"167";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"167";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"167";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"167";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"167";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"167";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"167";"Prozessmanagement";"Beratung"
"167";"Business Consulting";"Beratung"
"167";"Management Consulting";"Beratung"
"167";"IT Consulting";"Beratung"
"167";"Englisch";"Sprachen"
"167";"Spanisch";"Sprachen"
"167";"Türkisch";"Sprachen"
"167";"B2B Accelerator Experience";"SAP Commerce"
"167";"Odata";"SAP Commerce"
"167";"WCMS";"SAP Commerce"
"167";"Solr";"SAP Commerce"
"167";"SAP Commerce Cloud V2";"SAP Commerce"
"167";"B2C Accelerator Experience";"SAP Commerce"
"167";"BPMN";"BPM (Business Process Modelling)"
"167";"IntelliJ(Idea)";"Umgebungen"
"167";"JavaScript";"Programmiersprachen / Scriptsprachen"
"167";"CSS";"Webentwicklung"
"167";"Promotion / Drools Engine";"SAP Commerce"
"167";"SQL";"Datenbank"
"167";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"167";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"167";"JIRA";"Issue Management"
"167";"PHP";"Webentwicklung"
"167";"Hybris";"SAP Commerce"
"167";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"167";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"167";"Visual Studio";"Umgebungen"
"171";"Windows NT/2000/XP";"Betriebssystem"
"171";"SUSE Linux";"Betriebssystem"
"171";"RedHat Linux";"Betriebssystem"
"171";"Windows 8";"Betriebssystem"
"171";"Microsoft SQL Server";"Datenbank"
"171";"Oracle";"Datenbank"
"171";"PostgreSQL";"Datenbank"
"171";"MySQL";"Datenbank"
"171";"LDAP";"Datenbank"
"171";"DB2 / UDB";"Datenbank"
"171";"SQL-Scripte";"Datenbank"
"171";"Java";"Programmiersprachen / Scriptsprachen"
"171";"C/C++";"Programmiersprachen / Scriptsprachen"
"171";"C#";"Programmiersprachen / Scriptsprachen"
"171";"VB.NET";"Programmiersprachen / Scriptsprachen"
"171";"Pascal";"Programmiersprachen / Scriptsprachen"
"171";"Perl";"Programmiersprachen / Scriptsprachen"
"171";"Assembler";"Programmiersprachen / Scriptsprachen"
"171";"PL/SQL";"Programmiersprachen / Scriptsprachen"
"171";"Entwurfsmuster";"Entwicklung"
"171";"Access";"Entwicklung"
"171";"ASP Generalist";".NET Frameworks und Tools"
"171";"Swing";"Java Frameworks"
"171";"JSP";"Java Frameworks"
"171";"Java EE";"Java Frameworks"
"171";"Java ME";"Java Frameworks"
"171";"JUnit";"Java Frameworks"
"171";"Struts 2";"Java Frameworks"
"171";"Hibernate";"Java Frameworks"
"171";"Log4J";"Java Frameworks"
"171";"Jakarta Commons";"Java Frameworks"
"171";"Velocity";"Java Frameworks"
"171";"JSF";"Java Frameworks"
"171";"TestNG";"Java Frameworks"
"171";"Spring";"Java Frameworks"
"171";"Servlet/JSP";"Java Frameworks"
"171";"EJB 3";"Java Frameworks"
"171";"JDBC";"Java Frameworks"
"171";"Swing";"Java Frameworks"
"171";"Eclipse";"Java Frameworks"
"171";"Google Web Toolkit";"Java Frameworks"
"171";".NET Framework";".NET Frameworks und Tools"
"171";"JBuilder";"Umgebungen"
"171";"NetBeans";"Umgebungen"
"171";"Poseidon";"Umgebungen"
"171";"Ultra Edit";"Umgebungen"
"171";"IntelliJ(Idea)";"Umgebungen"
"171";"XML/XSL";"Standards"
"171";"SOAP";"Standards"
"171";"REST";"Standards"
"171";"SSL";"Standards"
"171";"TCP/IP";"Standards"
"171";"Bugzilla";"Issue Management"
"171";"Polarion";"Issue Management"
"171";"Weblogic";"Applikationsserver"
"171";"JBoss";"Applikationsserver"
"171";"Tomcat";"Applikationsserver"
"171";"Apache";"Applikationsserver"
"171";"Internet Information Services (IIS)";"Applikationsserver"
"171";"samba";"Dienste"
"171";"vnc";"Dienste"
"171";"Active Directory";"Dienste"
"171";"DHCP";"Dienste"
"171";"UML";"Technik/Tools"
"171";"Mozilla FW";"Technik/Tools"
"171";"DirectX";"Technik/Tools"
"171";"HTML";"Webentwicklung"
"171";"xHTML";"Webentwicklung"
"171";"Ajax";"Webentwicklung"
"171";"jQuery";"Webentwicklung"
"171";"JSON";"Webentwicklung"
"171";"PEAR";"Webentwicklung"
"171";"TYPO3 Generalist";"TYPO3"
"171";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"171";"Perforce";"CI/CD, Build- und Versionskontrollsysteme"
"171";"Visual Source Safe";"CI/CD, Build- und Versionskontrollsysteme"
"171";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"171";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"171";"Autocad";"Produkterfahrung"
"171";"Dreamweaver";"Produkterfahrung"
"171";"Fireworks";"Produkterfahrung"
"171";"UltraDev";"Produkterfahrung"
"171";"OpenOffice / LibreOffice";"Produkterfahrung"
"171";"TOAD";"Produkterfahrung"
"171";"Homesite";"Produkterfahrung"
"171";"PaintShop";"Grafik/Design"
"171";"Photo Paint";"Grafik/Design"
"171";"Corel Draw";"Grafik/Design"
"171";"Adobe Flash";"Grafik/Design"
"171";"GIMP";"Grafik/Design"
"171";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"171";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"171";"Test Driven Development (TDD)";"Methoden und Praktiken"
"171";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"171";"Design Pattern";"Software Craftmanship"
"171";"Dependency Injection";"Methoden und Praktiken"
"171";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"171";"Continuous Integration (CI)";"Methoden und Praktiken"
"171";"Statische Codeanalyse";"Methoden und Praktiken"
"171";"Enterprise Architect";"Modellierungswerkzeuge"
"171";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"171";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"171";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"171";"Englisch";"Sprachen"
"171";"CSM – Scrum Master";"Zertifizierung"
"171";"CSM – Scrum Master";"Zertifizierung"
"171";"MS Project";"Projektmanagement / Vorgehensmodelle"
"171";"PMI";"Projektmanagement / Vorgehensmodelle"
"171";"PRINCE2";"Projektmanagement / Vorgehensmodelle"
"171";"JavaScript";"Programmiersprachen / Scriptsprachen"
"171";"CSS";"Webentwicklung"
"171";"SQL";"Datenbank"
"171";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"171";"JIRA";"Issue Management"
"171";"PHP";"Webentwicklung"
"171";"script.aculo.us";"JavaScript Frameworks"
"171";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"171";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"171";"Visual Studio";"Umgebungen"
"171";"Zend ";"Webentwicklung"
"172";"Windows NT/2000/XP";"Betriebssystem"
"172";"RedHat Linux";"Betriebssystem"
"172";"Debian";"Betriebssystem"
"172";"Windows Vista";"Betriebssystem"
"172";"Windows 7";"Betriebssystem"
"172";"Windows 8";"Betriebssystem"
"172";"iOS";"Betriebssystem"
"172";"Android";"Betriebssystem"
"172";"Microsoft SQL Server";"Datenbank"
"172";"PostgreSQL";"Datenbank"
"172";"MySQL";"Datenbank"
"172";"LDAP";"Datenbank"
"172";"Microsoft Access";"Datenbank"
"172";"Java";"Programmiersprachen / Scriptsprachen"
"172";"C/C++";"Programmiersprachen / Scriptsprachen"
"172";"C#";"Programmiersprachen / Scriptsprachen"
"172";"VB/VBA";"Programmiersprachen / Scriptsprachen"
"172";"Ruby";"Programmiersprachen / Scriptsprachen"
"172";"Delphi";"Programmiersprachen / Scriptsprachen"
"172";"Pascal";"Programmiersprachen / Scriptsprachen"
"172";"Entwurfsmuster";"Entwicklung"
"172";"Swing";"Java Frameworks"
"172";"Java EE";"Java Frameworks"
"172";"JUnit";"Java Frameworks"
"172";"Log4J";"Java Frameworks"
"172";"Servlet/JSP";"Java Frameworks"
"172";"Swing";"Java Frameworks"
"172";"Google Web Toolkit";"Java Frameworks"
"172";"Mono";".NET Frameworks und Tools"
"172";"Ultra Edit";"Umgebungen"
"172";"PhpStorm";"Umgebungen"
"172";"MonoDevelop";"Umgebungen"
"172";"Node.js";"JavaScript Frameworks"
"172";"Angular Generalist";"JavaScript Frameworks"
"172";"Jasmine";"JavaScript Frameworks"
"172";"Dojo";"JavaScript Frameworks"
"172";"prototype";"JavaScript Frameworks"
"172";"ExtJs";"JavaScript Frameworks"
"172";"knockout";"JavaScript Frameworks"
"172";"XML/XSL";"Standards"
"172";"SOAP";"Standards"
"172";"REST";"Standards"
"172";"TCP/IP";"Standards"
"172";"Tomcat";"Applikationsserver"
"172";"Apache";"Applikationsserver"
"172";"OpenGL";"Technik/Tools"
"172";"UML";"Technik/Tools"
"172";"HTML";"Webentwicklung"
"172";"HTML5";"Webentwicklung"
"172";"xHTML";"Webentwicklung"
"172";"Ajax";"Webentwicklung"
"172";"jQuery";"Webentwicklung"
"172";"Dojo Toolkit";"Webentwicklung"
"172";"JSON";"Webentwicklung"
"172";"TYPO3 Generalist";"TYPO3"
"172";"TypoScript";"Programmiersprachen / Scriptsprachen"
"172";"Extensions";"TYPO3"
"172";"Fluid Templates";"TYPO3"
"172";"ExtBase";"TYPO3"
"172";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"172";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"172";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"172";"OpenOffice / LibreOffice";"Produkterfahrung"
"172";"GIMP";"Grafik/Design"
"172";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"172";"Test Driven Development (TDD)";"Methoden und Praktiken"
"172";"Design Pattern";"Software Craftmanship"
"172";"Dependency Injection";"Methoden und Praktiken"
"172";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"172";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"172";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"172";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"172";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"172";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"172";"Englisch";"Sprachen"
"172";"Oracle";"Datenbank"
"172";"Symfony";"PHP"
"172";"PHPStan";"PHP"
"172";"PHPUnit";"PHP"
"172";"Ubuntu";"Betriebssystem"
"172";"JavaScript";"Programmiersprachen / Scriptsprachen"
"172";"CSS";"Webentwicklung"
"172";"SQL";"Datenbank"
"172";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"172";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"172";"JIRA";"Issue Management"
"172";"PHP";"Webentwicklung"
"172";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"172";"Zend ";"Webentwicklung"
"174";"Professional Scrum Master (PSM)";"Agilität"
"174";"Professional Scrum Product Owner (PSPO)";"Agilität"
"177";"AngularJS";"Webentwicklung"
"177";"Jasmine";"JavaScript Frameworks"
"177";"Node.js";"JavaScript Frameworks"
"177";"Angular (2 und höher)";"Webentwicklung"
"177";"RxJS";"Webentwicklung"
"177";"Jest";"Webentwicklung"
"177";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"177";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
